customer_id,customer_name,customer_segment,preferred_payment_method,communication_opt_in,customer_lifetime_value,successful_payment_count,failed_payment_count,total_payment_attempts
CUST_00048,Qadim Parmar,regular,card,True,94761.18,2,0,2
CUST_00049,Sarthak Setty,regular,netbanking,True,30330.48,2,0,2
CUST_00050,Advik Saxena,regular,card,True,86811.77,2,1,3
CUST_00051,Mahika Ray,regular,upi,True,57915.29,2,1,3
CUST_00052,Janani Gulati,new,upi,True,3564.39,2,0,2
CUST_00053,Xalak Sur,regular,card,True,32670.56,2,0,2
CUST_00054,Rayaan Aurora,regular,upi,True,86218.28,4,1,5
CUST_00055,Jason Sen,new,card,True,7734.58,0,1,1
CUST_00056,Anthony Agarwal,new,card,True,3659.27,3,1,4
CUST_00057,Jyoti Bahri,regular,upi,True,71242.01,3,0,3
CUST_00058,Dominic Wason,new,upi,True,5806.97,2,1,3
CUST_00059,Harsh Sabharwal,new,card,True,16687.47,4,3,7
CUST_00060,Gauri Nagar,regular,card,True,61823.45,5,0,5
CUST_00061,Niharika Saha,regular,card,True,86777.2,3,0,3
CUST_00062,Ekbal Dass,regular,upi,True,87234.03,2,1,3
CUST_00063,Qadim Iyengar,regular,upi,True,98869.32,1,0,1
CUST_00064,Abhimanyu Pradhan,high_value,upi,True,117094.3,2,1,3
CUST_00065,Arunima Vaidya,high_value,netbanking,True,496937.3,1,0,1
CUST_00066,Damyanti Shere,regular,upi,True,75941.78,1,0,1
CUST_00067,Abha Kala,regular,card,True,44044.96,3,1,4
CUST_00068,Aahana Hegde,regular,netbanking,True,97477.45,2,0,2
CUST_00069,Vanya Iyengar,new,upi,True,12594.92,2,3,5
CUST_00070,Liam Chakrabarti,regular,card,True,56951.66,6,0,6
CUST_00071,Madhavi Kapur,regular,netbanking,True,43818.76,1,0,1
CUST_00072,Harish Varma,regular,upi,True,46647.15,1,0,1
CUST_00073,Atharv Misra,regular,card,True,86552.56,2,0,2
CUST_00074,Elijah Datta,regular,upi,True,75461.62,3,0,3
CUST_00075,Vrinda Reddy,regular,netbanking,True,46363.94,6,1,7
CUST_00076,Nakul Borde,regular,upi,True,29799.2,3,0,3
CUST_00077,Nathan Kari,regular,card,True,68858.45,2,1,3
CUST_00078,Sai Venkataraman,regular,upi,True,56213.92,2,1,3
CUST_00079,Vansha Wadhwa,regular,card,False,60407.69,6,1,7
CUST_00080,Adya Om,new,netbanking,False,9081.2,4,2,6
CUST_00081,Brijesh Khosla,regular,upi,True,71427.43,1,0,1
CUST_00082,Hemal Desai,regular,upi,True,83642.24,3,0,3
CUST_00083,Damyanti Jha,regular,upi,True,75697.12,3,1,4
CUST_00084,Leela Sangha,regular,upi,True,74769.56,3,0,3
CUST_00085,Harsh Dave,new,card,True,14290.39,1,1,2
CUST_00086,Samuel Buch,new,netbanking,False,8828.18,2,1,3
CUST_00087,Ayaan Seth,regular,card,True,94273.35,1,3,4
CUST_00088,Laksh Sani,regular,upi,True,43683.17,7,0,7
CUST_00089,Pranav Sharma,regular,netbanking,True,96095.92,4,1,5
CUST_00090,Anmol Mani,regular,upi,True,91036.14,4,1,5
CUST_00091,Sara Jaggi,high_value,netbanking,True,318181.36,0,1,1
CUST_00092,Nilima Raja,new,upi,True,10498.87,2,1,3
CUST_00093,Neelima Buch,high_value,card,True,160327.9,3,1,4
CUST_00094,Yashasvi Sehgal,high_value,upi,True,362761.04,5,0,5
CUST_00095,Oliver Panchal,regular,upi,True,68785.46,3,0,3
CUST_00096,Jason Dayal,high_value,card,True,352776.27,1,0,1
CUST_00097,Raghav Misra,regular,netbanking,True,94337.1,2,1,3
CUST_00098,Darpan Din,new,card,True,11096.91,4,0,4
CUST_00099,Priya Ramachandran,high_value,card,True,155642.0,5,1,6
CUST_00100,Sneha Keer,regular,netbanking,True,37359.64,4,0,4
CUST_00101,Meghana Chowdhury,regular,upi,True,84208.41,2,0,2
CUST_00102,Bahadurjit Yogi,regular,upi,True,49020.24,3,1,4
CUST_00103,Yachana Dhawan,regular,upi,True,65450.43,2,0,2
CUST_00104,Naveen Mani,high_value,upi,True,163500.89,3,0,3
CUST_00105,Mahika Chaudhry,high_value,card,True,105132.04,3,0,3
CUST_00106,Vansha Bhandari,new,upi,True,18305.41,0,0,0
CUST_00107,Imaran Bora,regular,card,True,73604.39,2,0,2
CUST_00108,Sathvik Manda,regular,card,True,94951.4,0,1,1
CUST_00109,Aadi Deep,high_value,upi,True,165825.09,2,1,3
CUST_00110,Patrick Prakash,regular,upi,False,74884.19,4,0,4
CUST_00111,Meera Pant,new,upi,True,15919.94,1,0,1
CUST_00112,Ayush Menon,regular,netbanking,True,36747.28,7,1,8
CUST_00113,Warda Hegde,regular,card,True,46380.28,5,0,5
CUST_00114,Isha Gulati,regular,card,True,70525.54,4,0,4
CUST_00115,Deepa Acharya,regular,upi,True,37217.03,1,0,1
CUST_00116,Jason Rana,new,upi,True,9902.64,0,3,3
CUST_00117,Lakshit Borra,regular,card,True,65335.24,3,2,5
CUST_00118,Nisha Dugal,regular,upi,True,31517.33,3,2,5
CUST_00119,Aahana Garde,new,upi,True,2560.21,1,2,3
CUST_00120,Sara Chandran,high_value,upi,True,441521.61,3,0,3
CUST_00121,Vamakshi Om,new,upi,True,12156.99,4,1,5
CUST_00122,Sneha Chopra,regular,upi,True,88271.31,6,0,6
CUST_00123,Ijaya Chakrabarti,new,upi,True,10296.12,2,0,2
CUST_00124,Hema Borde,high_value,upi,True,234192.66,2,1,3
CUST_00125,Aadi Kala,regular,upi,True,27978.2,4,0,4
CUST_00126,Janani Magar,regular,upi,True,21935.85,5,1,6
CUST_00127,Saumya Kumar,regular,upi,False,24830.6,1,1,2
CUST_00128,Daksh Brahmbhatt,new,upi,True,7265.99,3,2,5
CUST_00129,Amruta Narang,regular,upi,True,50726.31,4,0,4
CUST_00130,Falguni Bir,regular,netbanking,True,40524.93,3,0,3
CUST_00131,Lakshit Master,regular,netbanking,True,81217.03,2,0,2
CUST_00132,Thomas Pandya,regular,upi,True,85224.64,5,3,8
CUST_00133,Parth Arora,regular,upi,True,22715.38,1,2,3
CUST_00134,Yashasvi Bahl,regular,card,True,47125.15,3,0,3
CUST_00135,Anay Dalal,regular,netbanking,False,27769.82,3,0,3
CUST_00136,Nidra Memon,regular,upi,True,23789.16,2,1,3
CUST_00137,Meera Chander,new,upi,True,4414.75,1,1,2
CUST_00138,Umang Issac,regular,upi,True,60860.03,3,0,3
CUST_00139,Guneet Ramachandran,regular,upi,True,29273.82,1,1,2
CUST_00140,Chameli Sengupta,high_value,card,True,389333.79,2,0,2
CUST_00141,Warhi Sundaram,high_value,upi,True,119930.91,2,1,3
CUST_00142,Farhan Kara,regular,card,True,63749.41,3,1,4
CUST_00143,Ekansh Kala,new,card,True,14761.62,2,1,3
CUST_00144,Guneet Seshadri,regular,card,True,87440.88,4,1,5
CUST_00145,Rohan Kala,regular,card,True,83969.58,4,2,6
CUST_00146,Ishwar Subramaniam,high_value,upi,True,287395.34,2,2,4
CUST_00147,Ganga Ravi,new,upi,True,6734.38,3,2,5
CUST_00148,Urmi Dora,regular,upi,True,90927.32,7,1,8
CUST_00149,Jai Toor,regular,upi,True,90906.16,1,1,2
CUST_00150,Yadavi Chauhan,regular,upi,True,99173.25,4,2,6
CUST_00151,Qabil Loke,regular,card,True,20464.22,5,2,7
CUST_00152,Mugdha Goel,regular,upi,True,95616.71,7,1,8
CUST_00153,Bhavika Deshmukh,high_value,netbanking,True,292055.87,2,1,3
CUST_00154,Rajeshri Kata,regular,card,True,58025.12,2,1,3
CUST_00155,Ekalinga Agarwal,regular,upi,True,30893.64,3,1,4
CUST_00156,Daniel Ganesan,high_value,upi,False,426454.32,2,0,2
CUST_00157,Ekbal Amble,regular,card,True,94423.08,3,0,3
CUST_00158,Tara Sarraf,regular,upi,True,72194.63,2,1,3
CUST_00159,Sara Ben,high_value,upi,True,264088.36,2,0,2
CUST_00160,Upkaar Lad,high_value,card,True,347807.96,1,2,3
CUST_00161,Ojas Cherian,regular,upi,True,86145.92,2,0,2
CUST_00162,Chameli Verma,regular,upi,True,21069.62,5,0,5
CUST_00163,Zashil Varma,regular,card,True,89363.35,5,0,5
CUST_00164,Oscar Dutta,regular,upi,False,47010.4,6,1,7
CUST_00165,Adweta Desai,high_value,card,False,246626.68,3,0,3
CUST_00166,Amruta Iyengar,regular,netbanking,True,84574.85,2,0,2
CUST_00167,Wakeeta Sibal,regular,upi,True,25348.5,2,0,2
CUST_00168,Widisha Tailor,regular,card,True,96248.47,2,0,2
CUST_00169,Rayaan Rajagopal,high_value,upi,True,429749.13,3,0,3
CUST_00170,Chaaya Raval,regular,card,True,81674.95,4,0,4
CUST_00171,Alexander Ratti,regular,card,True,89440.96,0,0,0
CUST_00172,Sudiksha Memon,regular,upi,True,46403.8,6,0,6
CUST_00173,Devansh Modi,new,upi,True,12239.69,0,0,0
CUST_00174,Indali Lad,regular,upi,True,67464.09,2,3,5
CUST_00175,Hardik Jaggi,regular,card,True,51301.05,3,0,3
CUST_00176,Samarth Divan,regular,card,True,75161.62,7,1,8
CUST_00177,Libni Saha,new,card,True,17048.3,1,0,1
CUST_00178,Pahal Gulati,high_value,upi,True,259679.58,2,1,3
CUST_00179,Bhanumati Chacko,regular,upi,True,39504.03,3,1,4
CUST_00180,Ekaraj Merchant,regular,netbanking,True,23033.62,3,1,4
CUST_00181,Megha Sachdeva,regular,upi,True,32423.18,1,0,1
CUST_00182,Rajeshri Mutti,new,upi,True,5595.32,1,1,2
CUST_00183,Aarini Garde,regular,card,True,60269.73,2,1,3
CUST_00184,Damyanti Golla,regular,card,True,58295.68,8,2,10
CUST_00185,Chandani Kohli,new,netbanking,True,13300.78,0,2,2
CUST_00186,Dayamai Kaul,new,upi,True,4278.61,7,0,7
CUST_00187,Nitesh Balakrishnan,regular,netbanking,True,53477.59,3,0,3
CUST_00188,Darsh Kumar,regular,netbanking,True,56128.65,2,0,2
CUST_00189,Wriddhish Pandey,regular,upi,True,63595.52,1,0,1
CUST_00190,Anmol Jhaveri,regular,upi,False,92992.96,0,0,0
CUST_00191,Akshay More,high_value,card,True,319147.77,4,0,4
CUST_00192,Aarna Mall,new,upi,True,13379.06,2,2,4
CUST_00193,Anya Rattan,regular,upi,True,98624.46,9,0,9
CUST_00194,Damyanti Narayanan,regular,upi,True,37076.4,4,0,4
CUST_00195,Ayush Kaur,high_value,upi,False,442922.88,5,1,6
CUST_00196,Balvan Contractor,high_value,upi,True,115720.0,4,0,4
CUST_00197,Kala Mangal,regular,upi,True,52601.88,1,0,1
CUST_00198,Daksh Magar,new,upi,True,16989.89,4,0,4
CUST_00199,Krishna Lal,regular,upi,True,40278.15,4,0,4
CUST_00200,Faraj Seshadri,regular,upi,True,51825.87,4,1,5
CUST_00201,Yamini Wali,regular,upi,True,43448.67,4,0,4
CUST_00202,Warjas Virk,regular,card,True,44665.11,2,3,5
CUST_00203,Oni Saran,new,upi,True,7234.72,2,1,3
CUST_00204,Pooja Dugar,high_value,upi,True,385562.82,5,1,6
CUST_00205,Lakshmi Randhawa,high_value,upi,True,163820.27,3,0,3
CUST_00206,Warhi Johal,new,card,True,6137.48,2,1,3
CUST_00207,Pallavi Venkatesh,new,card,True,2262.99,1,2,3
CUST_00208,Ikshita Solanki,high_value,upi,False,197915.74,3,0,3
CUST_00209,Chaitaly Sha,regular,card,True,69826.09,2,3,5
CUST_00210,Mason Sachdeva,high_value,upi,True,158286.93,2,0,2
CUST_00211,Sai Krishnan,regular,upi,True,25767.86,4,0,4
CUST_00212,Eiravati Bath,regular,card,True,51230.06,2,1,3
CUST_00213,Qasim Ahluwalia,high_value,upi,True,189103.85,1,1,2
CUST_00214,Gaurangi Dasgupta,high_value,upi,True,216962.94,0,1,1
CUST_00215,Om Natarajan,regular,card,True,55770.67,5,1,6
CUST_00216,Ganga Narang,regular,netbanking,True,74380.03,2,0,2
CUST_00217,Hiral Kade,high_value,netbanking,True,493664.32,3,0,3
CUST_00218,Ekani Jaggi,regular,upi,True,73398.43,3,1,4
CUST_00219,Anusha Trivedi,regular,upi,True,57238.92,1,0,1
CUST_00220,Warjas Bora,regular,upi,True,33639.42,3,0,3
CUST_00221,Mitesh Maharaj,regular,upi,True,80285.47,3,2,5
CUST_00222,Gavin Raval,regular,upi,True,33864.95,5,2,7
CUST_00223,Vamakshi Cherian,regular,upi,True,27714.04,3,0,3
CUST_00224,Upkaar Chanda,regular,upi,True,92514.01,4,1,5
CUST_00225,Gaurav Dugar,new,upi,True,15483.11,4,3,7
CUST_00226,Nirja Borah,regular,upi,True,72797.22,3,0,3
CUST_00227,Vihaan Basak,regular,upi,True,38163.26,4,0,4
CUST_00228,Suhani Bora,high_value,upi,True,322632.85,4,0,4
CUST_00229,Damyanti Trivedi,regular,upi,True,88809.48,5,1,6
CUST_00230,Champak Srinivas,regular,netbanking,True,29319.95,3,0,3
CUST_00231,Fiyaz Lata,new,upi,False,17026.99,4,0,4
CUST_00232,Avni Luthra,regular,card,True,20509.84,3,1,4
CUST_00233,Reyansh Kalla,regular,upi,True,99130.01,5,0,5
CUST_00234,Rajeshri Dyal,regular,card,True,93598.52,6,0,6
CUST_00235,Wridesh Saraf,regular,upi,True,91339.98,4,0,4
CUST_00236,Arin Khurana,regular,card,True,68329.58,6,1,7
CUST_00237,Xiti Prabhakar,regular,upi,True,48859.23,5,0,5
CUST_00238,Anvi Kurian,regular,upi,True,28296.35,5,0,5
CUST_00239,Ekavir Sandal,regular,upi,True,96765.74,3,1,4
CUST_00240,Raagini Karnik,regular,upi,True,28994.84,2,0,2
CUST_00241,Jeremiah Karnik,new,upi,True,9493.16,1,2,3
CUST_00242,Leela Tripathi,regular,upi,True,59285.41,3,1,4
CUST_00243,Sarthak Karnik,high_value,upi,True,309628.88,1,1,2
CUST_00244,Ojas Balay,regular,card,True,49161.15,2,3,5
CUST_00245,Jagvi Pillai,regular,upi,True,46107.81,5,1,6
CUST_00246,Harrison Chand,new,upi,False,19352.23,2,2,4
CUST_00247,Edhitha Kapadia,regular,upi,True,32879.22,4,1,5
CUST_00248,Faris Sridhar,regular,netbanking,True,97469.7,3,3,6
CUST_00249,Mason Dhar,regular,netbanking,True,40369.39,2,0,2
CUST_00250,Upkaar Menon,new,upi,True,4436.77,4,1,5
CUST_00251,Krishna Issac,new,card,False,15960.94,2,0,2
CUST_00252,Leena Uppal,new,card,True,7046.44,2,1,3
CUST_00253,Darpan Mangat,high_value,upi,True,350276.41,5,0,5
CUST_00254,Girish Khatri,regular,upi,True,60817.71,6,0,6
CUST_00255,Yahvi Kota,new,upi,True,7397.15,0,0,0
CUST_00256,Anjali Ramesh,regular,card,True,82993.24,2,1,3
CUST_00257,Pavani Luthra,new,upi,True,11396.26,3,1,4
CUST_00258,Andrew Solanki,regular,upi,True,40764.09,2,1,3
CUST_00259,Janya Kapadia,regular,card,True,92200.23,2,1,3
CUST_00260,Andrew Edwin,regular,card,True,65088.11,3,0,3
CUST_00261,Amaira Date,regular,upi,True,48567.27,4,0,4
CUST_00262,Ishaan Din,regular,upi,True,39471.39,1,0,1
CUST_00263,Jack Dhawan,regular,card,True,23856.48,2,0,2
CUST_00264,Gautami Kothari,regular,upi,True,24759.11,3,0,3
CUST_00265,Vivaan Dhar,regular,netbanking,True,52268.03,2,0,2
CUST_00266,Samar Sawhney,regular,netbanking,True,84238.94,1,0,1
CUST_00267,Manan Sagar,regular,upi,True,30209.2,3,0,3
CUST_00268,Ikbal Mittal,regular,netbanking,True,47963.03,1,0,1
CUST_00269,Luke Pandey,regular,upi,True,94440.78,5,3,8
CUST_00270,Kamya Mital,high_value,upi,True,246828.24,3,0,3
CUST_00271,Mason Pillai,regular,upi,True,41003.01,4,0,4
CUST_00272,Netra Palan,new,netbanking,False,3111.53,2,0,2
CUST_00273,Ayush Subramaniam,regular,card,True,67969.26,1,2,3
CUST_00274,Henry Sangha,new,card,True,4597.3,6,1,7
CUST_00275,Ijaya Misra,regular,card,True,72817.42,4,1,5
CUST_00276,Madhav Narain,new,upi,False,19867.18,3,0,3
CUST_00277,Yashica Mutti,regular,upi,True,65847.32,3,0,3
CUST_00278,Wriddhish Kibe,regular,upi,True,61902.92,4,0,4
CUST_00279,Sneha Garg,new,upi,False,8512.74,5,2,7
CUST_00280,Maanas Dhawan,high_value,card,True,192751.94,4,2,6
CUST_00281,Jasmit Oak,regular,upi,True,68795.63,4,0,4
CUST_00282,Yauvani Chhabra,regular,upi,True,25178.05,2,0,2
CUST_00283,Shivani Prakash,regular,netbanking,True,70468.15,5,2,7
CUST_00284,Wahab Vasa,new,upi,True,2194.98,3,0,3
CUST_00285,Raghav Barad,regular,upi,False,76249.58,4,0,4
CUST_00286,Yashoda Date,regular,card,True,38307.53,2,0,2
CUST_00287,Meghana Mahajan,regular,card,True,82468.41,3,0,3
CUST_00288,Mason Lall,high_value,card,True,246554.91,7,0,7
CUST_00289,Aahana Mall,regular,card,True,79393.47,3,0,3
CUST_00290,Amrita Reddy,regular,upi,True,59659.3,3,0,3
CUST_00291,Ekta Chaudhry,high_value,upi,True,272162.58,1,0,1
CUST_00292,Nitesh Baria,regular,card,True,73089.32,2,0,2
CUST_00293,Yashica Rajagopalan,regular,upi,True,30211.34,3,2,5
CUST_00294,Samuel Bassi,high_value,netbanking,True,491658.38,1,0,1
CUST_00295,Anya Uppal,high_value,card,True,198748.9,1,0,1
CUST_00296,Harinakshi Sarin,regular,upi,True,59578.59,2,0,2
CUST_00297,Hema Lalla,regular,card,True,70291.68,3,1,4
CUST_00298,Banjeet Sawhney,regular,upi,True,53626.72,1,0,1
CUST_00299,Sarthak Sidhu,high_value,upi,True,319857.86,1,0,1
CUST_00300,Inaya Patla,regular,upi,True,29038.38,4,0,4
CUST_00301,Urvi Din,regular,upi,True,43661.6,4,2,6
CUST_00302,Pooja Oza,high_value,card,True,238031.18,1,0,1
CUST_00303,Balendra Dayal,regular,card,True,58572.38,2,1,3
CUST_00304,Suhani Sekhon,high_value,upi,True,491726.57,4,0,4
CUST_00305,Oviya Sheth,regular,upi,True,69735.83,2,2,4
CUST_00306,Gunbir Seshadri,regular,upi,True,72150.45,2,0,2
CUST_00307,Elijah Varma,regular,card,False,60221.95,3,0,3
CUST_00308,Omya Shankar,new,upi,False,8893.45,2,2,4
CUST_00309,Zarna Chaudhry,new,card,True,14103.69,3,2,5
CUST_00310,Jackson Khosla,high_value,upi,True,484210.0,4,0,4
CUST_00311,Anirudh Pillai,new,upi,True,8381.57,1,0,1
CUST_00312,Saksham Venkatesh,regular,card,True,27312.04,1,0,1
CUST_00313,Isaac Tara,regular,card,True,80373.73,4,0,4
CUST_00314,Saanvi Mohanty,regular,card,True,26863.52,5,1,6
CUST_00315,Garima Ray,high_value,card,True,174827.41,5,1,6
CUST_00316,Tanay Wali,regular,card,False,99970.71,6,1,7
CUST_00317,Yachana Master,regular,upi,True,98500.24,8,0,8
CUST_00318,Chakradhar Sawhney,regular,card,True,95700.82,2,0,2
CUST_00319,Samaksh Mand,regular,upi,True,60267.57,1,1,2
CUST_00320,Jatin Panchal,new,card,True,11466.69,4,0,4
CUST_00321,Yashodhara Gola,regular,upi,True,40889.26,5,0,5
CUST_00322,Tristan Jain,regular,netbanking,True,31414.88,1,0,1
CUST_00323,Harish Chaudhuri,regular,card,True,91874.84,4,0,4
CUST_00324,Tanvi Sarin,regular,upi,True,95724.13,2,0,2
CUST_00325,Aarini Peri,regular,upi,True,62988.03,2,1,3
CUST_00326,Dalbir Bala,new,card,True,4461.7,0,0,0
CUST_00327,Rayaan Rana,regular,upi,True,92494.04,1,1,2
CUST_00328,Ekiya Bali,regular,upi,True,61561.65,2,2,4
CUST_00329,George Narain,regular,netbanking,True,71561.07,2,0,2
CUST_00330,Dakshesh Bala,regular,upi,True,81120.02,1,0,1
CUST_00331,Hardik Divan,regular,card,True,41944.04,2,1,3
CUST_00332,Damini Lall,regular,upi,True,28382.08,1,0,1
CUST_00333,Darsh Behl,new,card,True,19776.57,2,1,3
CUST_00334,Gaurang Deol,regular,card,True,64344.41,4,1,5
CUST_00335,Tamanna Viswanathan,regular,upi,True,89988.05,2,0,2
CUST_00336,Ria Mohan,regular,upi,True,81066.78,1,1,2
CUST_00337,Inaya Nayar,new,card,True,11978.49,5,1,6
CUST_00338,Varenya Golla,regular,netbanking,True,66903.96,1,0,1
CUST_00339,Nikita Chawla,high_value,upi,True,193794.79,3,0,3
CUST_00340,Anya Lalla,regular,upi,True,76734.17,2,1,3
CUST_00341,Zayyan Gala,regular,card,True,70942.55,4,0,4
CUST_00342,Sarthak Choudhary,high_value,card,True,162960.19,6,1,7
CUST_00343,Urishilla Deshmukh,regular,upi,True,40000.08,2,0,2
CUST_00344,Anmol Om,regular,upi,True,35040.05,1,0,1
CUST_00345,Omisha Gola,regular,card,True,69206.32,3,2,5
CUST_00346,Harini Talwar,regular,netbanking,True,39388.99,0,0,0
CUST_00347,Kiaan Guha,high_value,upi,True,472435.67,1,0,1
CUST_00348,Bhavna Kumar,regular,upi,True,27478.05,2,0,2
CUST_00349,Omisha Nadig,regular,card,True,80463.18,3,1,4
CUST_00350,Wahab Warrior,new,card,True,2365.08,6,1,7
CUST_00351,Yutika Chahal,regular,upi,True,21930.8,2,0,2
CUST_00352,Yadavi Pal,regular,card,True,56248.4,5,0,5
CUST_00353,Aarna Loke,new,card,True,11104.11,1,0,1
CUST_00354,Aarav Sastry,regular,card,True,56149.76,3,0,3
CUST_00355,Yadavi Rama,high_value,upi,True,363348.86,6,0,6
CUST_00356,Faras Sampath,regular,upi,True,53723.32,1,1,2
CUST_00357,Ekanta Chowdhury,regular,upi,True,64223.73,5,2,7
CUST_00358,Kevin Sangha,high_value,card,False,115992.29,4,1,5
CUST_00359,Harsh Patil,new,card,True,8294.87,2,1,3
CUST_00360,Nicholas Kadakia,regular,upi,True,27079.99,2,1,3
CUST_00361,Udarsh Din,new,upi,True,8212.08,1,1,2
CUST_00362,Jasmit Chacko,new,upi,True,8239.35,3,0,3
CUST_00363,Unnati Chad,new,upi,True,9445.31,0,3,3
CUST_00364,Faqid Walia,high_value,card,True,307308.75,4,1,5
CUST_00365,Naveen Korpal,regular,upi,True,55061.54,1,0,1
CUST_00366,Teerth Dhar,regular,upi,False,92545.38,5,1,6
CUST_00367,Veer Edwin,regular,upi,True,51437.14,2,0,2
CUST_00368,Ishanvi Mallick,new,upi,True,13321.42,1,1,2
CUST_00369,Kala Puri,regular,card,True,97738.46,2,0,2
CUST_00370,Wyatt Thakur,new,upi,True,10192.41,0,1,1
CUST_00371,Bhavini Kamdar,regular,upi,False,55992.57,7,1,8
CUST_00372,Saanvi Kakar,regular,netbanking,True,21845.94,3,0,3
CUST_00373,Dayita Iyengar,regular,netbanking,True,97844.42,4,0,4
CUST_00374,Suhani Gera,regular,card,True,26244.74,5,1,6
CUST_00375,Aditya Setty,regular,upi,True,20816.47,5,0,5
CUST_00376,Yatan Amble,regular,upi,False,93177.38,4,0,4
CUST_00377,Aradhana Kade,regular,upi,True,25489.71,3,0,3
CUST_00378,Michael Nadkarni,regular,upi,True,87487.04,3,0,3
CUST_00379,Brijesh Agrawal,regular,upi,True,21404.53,3,0,3
CUST_00380,Ikbal Sarraf,regular,upi,True,74815.36,2,0,2
CUST_00381,Devansh Thakkar,regular,upi,True,24875.93,1,0,1
CUST_00382,Alka Reddy,regular,upi,True,73523.6,1,0,1
CUST_00383,Naveen Bora,new,upi,False,11104.65,2,0,2
CUST_00384,Onkar Raval,regular,upi,True,74678.62,1,1,2
CUST_00385,Bakhshi Wali,new,card,True,7655.04,1,1,2
CUST_00386,Fiyaz Gokhale,regular,upi,True,85703.66,2,0,2
CUST_00387,Warhi Chauhan,regular,upi,True,95652.19,3,2,5
CUST_00388,Praneel Rana,regular,upi,True,93260.15,3,0,3
CUST_00389,Kiaan Walia,regular,netbanking,True,87096.17,2,0,2
CUST_00390,Chandran Purohit,high_value,card,True,456272.74,6,1,7
CUST_00391,Nicholas Patla,regular,card,True,55458.65,4,1,5
CUST_00392,Ati Lall,regular,upi,True,24899.73,4,0,4
CUST_00393,Viraj Shere,new,upi,True,14380.49,5,0,5
CUST_00394,Maanas Luthra,regular,upi,True,31534.6,7,1,8
CUST_00395,Sudiksha Nagarajan,regular,card,True,22308.47,3,1,4
CUST_00396,Fitan Nazareth,regular,netbanking,True,92606.62,2,2,4
