customer_id,customer_name,customer_segment,preferred_payment_method,communication_opt_in,customer_lifetime_value,successful_payment_count,failed_payment_count,total_payment_attempts
UNSEEN_CUST_00109,Unnati Varty,regular,card,True,27637.91,1,2,3
UNSEEN_CUST_00110,Hemangini Rout,regular,card,True,72865.14,1,2,3
UNSEEN_CUST_00111,Chatura Bera,high_value,upi,True,258368.53,2,0,2
UNSEEN_CUST_00112,Kevin Dar,new,card,True,7141.46,2,2,4
UNSEEN_CUST_00113,Anvi Jha,regular,upi,True,34890.11,3,1,4
UNSEEN_CUST_00114,Unnati Baral,high_value,upi,True,449368.7,3,0,3
UNSEEN_CUST_00115,Rachit Tara,high_value,upi,True,280042.9,4,0,4
UNSEEN_CUST_00116,Oliver Sehgal,regular,netbanking,True,50850.43,2,1,3
UNSEEN_CUST_00117,Sara Tata,high_value,upi,True,134563.07,5,0,5
UNSEEN_CUST_00118,Orinder Bhalla,regular,upi,True,25174.42,4,0,4
UNSEEN_CUST_00119,Ati Bhandari,regular,upi,True,31219.54,1,2,3
UNSEEN_CUST_00120,Owen Saini,regular,card,True,75011.48,4,1,5
UNSEEN_CUST_00121,Falak Bal,regular,upi,True,34689.61,3,2,5
UNSEEN_CUST_00122,Adya Doshi,new,upi,True,1184.32,4,1,5
UNSEEN_CUST_00123,Jack Kata,regular,upi,True,48053.38,3,2,5
UNSEEN_CUST_00124,Harrison Aggarwal,new,upi,True,1909.17,2,0,2
UNSEEN_CUST_00125,Gauri Goyal,new,netbanking,True,7538.98,0,1,1
UNSEEN_CUST_00126,Chatura Kothari,regular,upi,True,49950.66,2,0,2
UNSEEN_CUST_00127,Gavin Mutti,regular,upi,False,31594.58,3,0,3
UNSEEN_CUST_00128,Jai Nagy,regular,card,True,97247.71,3,0,3
UNSEEN_CUST_00129,Yahvi Sachdeva,regular,upi,True,43665.97,6,1,7
UNSEEN_CUST_00130,Guneet Natarajan,regular,netbanking,True,57650.05,1,0,1
UNSEEN_CUST_00131,Manbir Radhakrishnan,regular,upi,True,54030.26,3,0,3
UNSEEN_CUST_00132,Umang Dhawan,regular,upi,True,51479.27,2,1,3
UNSEEN_CUST_00133,Urvashi Sahni,high_value,card,True,276862.32,0,2,2
UNSEEN_CUST_00134,Anjali Anne,regular,card,True,96812.42,3,1,4
UNSEEN_CUST_00135,Vaishnavi Biswas,regular,upi,True,71089.62,3,0,3
UNSEEN_CUST_00136,Kevin Saxena,regular,upi,True,75064.31,0,0,0
UNSEEN_CUST_00137,Azaan Oza,regular,upi,True,63888.28,6,1,7
UNSEEN_CUST_00138,Kabir Brahmbhatt,regular,upi,True,35990.26,2,0,2
UNSEEN_CUST_00139,Xiti Kala,regular,card,True,90587.19,3,1,4
UNSEEN_CUST_00140,Dhriti Sankaran,regular,upi,True,86013.33,2,0,2
UNSEEN_CUST_00141,Upadhriti Raval,regular,upi,True,41402.11,3,2,5
UNSEEN_CUST_00142,Abhiram Vala,high_value,netbanking,True,431883.51,4,0,4
UNSEEN_CUST_00143,Yashvi Raval,regular,upi,False,68328.82,2,0,2
UNSEEN_CUST_00144,Amol Kumar,new,upi,True,10631.32,2,1,3
UNSEEN_CUST_00145,Nathan Sodhi,new,upi,True,15624.13,0,0,0
UNSEEN_CUST_00146,Kashvi Pillai,regular,netbanking,True,94848.51,6,0,6
UNSEEN_CUST_00147,Rachana Swamy,high_value,upi,True,325485.96,8,0,8
UNSEEN_CUST_00148,Ridhi Vasa,high_value,netbanking,True,179336.69,3,0,3
UNSEEN_CUST_00149,Omkaar Nazareth,regular,card,True,82188.78,0,1,1
UNSEEN_CUST_00150,Wakeeta Raj,regular,upi,True,28680.56,3,0,3
UNSEEN_CUST_00151,Finn Chada,regular,upi,True,75647.89,1,3,4
UNSEEN_CUST_00152,Raagini Sachdev,regular,upi,True,83744.99,3,0,3
UNSEEN_CUST_00153,Jatin Pathak,high_value,card,True,130657.02,4,1,5
UNSEEN_CUST_00154,Hardik Dutt,regular,upi,True,98415.07,2,0,2
UNSEEN_CUST_00155,Qasim Sarkar,new,card,True,9367.32,8,1,9
UNSEEN_CUST_00156,Unni Loke,regular,card,True,71616.09,3,0,3
UNSEEN_CUST_00157,Girik Prasad,regular,upi,True,53027.52,2,0,2
UNSEEN_CUST_00158,Ayushman Sahota,regular,upi,True,65405.75,2,0,2
UNSEEN_CUST_00159,Nathaniel Sami,regular,card,True,96882.55,0,0,0
UNSEEN_CUST_00160,Charita Chandran,regular,upi,True,92063.82,4,0,4
UNSEEN_CUST_00161,Isha Baral,regular,netbanking,True,95578.37,1,1,2
UNSEEN_CUST_00162,Nilima Modi,high_value,upi,True,345285.41,3,1,4
UNSEEN_CUST_00163,Ishaan Thakkar,regular,card,True,74458.56,2,1,3
UNSEEN_CUST_00164,Alka Bhargava,regular,upi,True,23938.52,2,0,2
UNSEEN_CUST_00165,Raghav Varkey,regular,netbanking,True,87643.52,3,1,4
UNSEEN_CUST_00166,Devansh Kapadia,regular,upi,True,24952.53,5,1,6
UNSEEN_CUST_00167,Kala Oak,regular,upi,True,46761.79,1,0,1
UNSEEN_CUST_00168,Neha De,regular,upi,True,50271.95,3,1,4
UNSEEN_CUST_00169,Jacob Basak,high_value,upi,True,221661.06,4,0,4
UNSEEN_CUST_00170,Ekanta Dass,regular,upi,True,73715.81,3,0,3
UNSEEN_CUST_00171,Jalsa Barman,regular,netbanking,True,28335.89,5,0,5
UNSEEN_CUST_00172,Zarna Pradhan,regular,netbanking,True,49000.79,3,0,3
UNSEEN_CUST_00173,Jai Sawhney,regular,upi,True,88075.54,1,0,1
UNSEEN_CUST_00174,Hitesh Srinivasan,regular,netbanking,True,38120.51,3,0,3
UNSEEN_CUST_00175,Onkar Saraf,regular,upi,False,81618.8,1,2,3
UNSEEN_CUST_00176,Yagnesh Som,regular,card,True,73206.5,3,0,3
UNSEEN_CUST_00177,Yatin Jani,high_value,upi,True,149215.27,0,0,0
UNSEEN_CUST_00178,Bina Khurana,regular,upi,True,70657.65,3,0,3
UNSEEN_CUST_00179,Krish Warrior,regular,upi,True,31991.96,6,2,8
UNSEEN_CUST_00180,Faras Nanda,regular,upi,True,46393.02,6,2,8
UNSEEN_CUST_00181,Balhaar Jayaraman,high_value,upi,True,400041.85,1,0,1
UNSEEN_CUST_00182,Arunima Sethi,regular,upi,True,35537.06,3,0,3
UNSEEN_CUST_00183,Liam Subramanian,regular,netbanking,True,36209.09,1,1,2
UNSEEN_CUST_00184,Gabriel Khurana,regular,netbanking,True,55905.37,4,1,5
UNSEEN_CUST_00185,Turvi Sani,regular,upi,True,26882.23,1,1,2
UNSEEN_CUST_00186,Waida Edwin,regular,card,True,20857.73,3,0,3
UNSEEN_CUST_00187,Daksh Nayar,new,upi,False,5132.38,5,0,5
UNSEEN_CUST_00188,Mugdha Jha,regular,upi,True,78052.22,0,1,1
UNSEEN_CUST_00189,Waida Rai,high_value,upi,True,364885.15,4,2,6
UNSEEN_CUST_00190,Pooja Shankar,regular,card,True,95258.27,2,1,3
UNSEEN_CUST_00191,Harish Ramakrishnan,regular,upi,True,92149.86,7,0,7
UNSEEN_CUST_00192,Pranit Bath,regular,upi,True,42308.29,2,0,2
UNSEEN_CUST_00193,Osha Chopra,high_value,upi,True,371361.6,3,2,5
UNSEEN_CUST_00194,Ronith Hora,regular,upi,True,27756.55,2,0,2
UNSEEN_CUST_00195,Janani Goel,regular,upi,True,59165.67,2,1,3
UNSEEN_CUST_00196,Tarak Saran,regular,upi,True,81988.7,3,0,3
UNSEEN_CUST_00197,Daksh Shan,regular,netbanking,True,93721.47,1,0,1
UNSEEN_CUST_00198,Isha Nadig,regular,card,True,35399.95,4,1,5
UNSEEN_CUST_00199,Matthew Goyal,new,upi,False,18086.45,3,4,7
UNSEEN_CUST_00200,Sarthak Bora,regular,upi,True,69137.09,3,1,4
UNSEEN_CUST_00201,Agastya Prasad,regular,upi,True,28246.97,1,0,1
UNSEEN_CUST_00202,Pavani Garde,high_value,upi,True,224986.25,5,0,5
UNSEEN_CUST_00203,Nathan Nanda,regular,upi,True,80601.0,3,0,3
UNSEEN_CUST_00204,Daniel Rege,regular,upi,True,55971.24,4,0,4
UNSEEN_CUST_00205,Chakrika Luthra,regular,upi,True,36627.03,0,1,1
UNSEEN_CUST_00206,Upasna Contractor,high_value,card,True,159334.44,0,1,1
UNSEEN_CUST_00207,Ikbal Kala,high_value,card,True,206499.78,2,0,2
UNSEEN_CUST_00208,Neel Modi,regular,netbanking,True,73347.61,2,1,3
UNSEEN_CUST_00209,Balendra Bhavsar,regular,upi,True,57141.22,1,1,2
UNSEEN_CUST_00210,Mohammed Bhatti,regular,card,True,93349.8,1,0,1
UNSEEN_CUST_00211,Yash Kale,regular,upi,False,74143.5,5,0,5
UNSEEN_CUST_00212,Wishi Ganguly,regular,upi,True,23519.3,1,1,2
UNSEEN_CUST_00213,Darika Sridhar,new,card,True,18478.94,0,2,2
UNSEEN_CUST_00214,Kai Chowdhury,new,card,True,15319.35,3,0,3
UNSEEN_CUST_00215,Gaurangi Narayan,new,card,True,17082.82,2,0,2
UNSEEN_CUST_00216,Yahvi Kulkarni,high_value,card,True,484315.06,2,0,2
UNSEEN_CUST_00217,Lohit Dhawan,regular,card,False,86802.28,2,2,4
UNSEEN_CUST_00218,Pratyush Bhatt,regular,upi,True,96500.08,3,0,3
UNSEEN_CUST_00219,Advaith Salvi,regular,card,True,86702.73,3,2,5
UNSEEN_CUST_00220,Manya Sanghvi,regular,upi,True,95040.37,3,0,3
UNSEEN_CUST_00221,Oeshi Vora,high_value,upi,True,179455.56,4,1,5
UNSEEN_CUST_00222,Jyoti Kota,high_value,upi,True,486247.55,0,0,0
UNSEEN_CUST_00223,Alexander Varma,regular,card,True,77790.59,2,0,2
UNSEEN_CUST_00224,Manya Jain,regular,card,True,46848.88,2,0,2
UNSEEN_CUST_00225,Ranbir Shan,regular,card,False,37312.13,4,0,4
UNSEEN_CUST_00226,Reyansh Dhar,new,upi,True,10015.1,2,2,4
UNSEEN_CUST_00227,Eta Dugar,regular,upi,True,31233.3,3,0,3
UNSEEN_CUST_00228,Rohan Srinivas,regular,netbanking,True,57057.32,3,1,4
UNSEEN_CUST_00229,Eshana Narula,regular,card,True,54620.86,3,0,3
UNSEEN_CUST_00230,Vincent Pant,regular,upi,True,96345.99,1,1,2
UNSEEN_CUST_00231,Balhaar Dube,high_value,upi,True,434951.93,2,0,2
UNSEEN_CUST_00232,Ijaya Halder,regular,upi,True,77664.55,5,2,7
UNSEEN_CUST_00233,Sarthak Mann,regular,upi,True,84672.54,9,0,9
UNSEEN_CUST_00234,Advaith Cherian,regular,netbanking,True,57459.24,2,0,2
UNSEEN_CUST_00235,Wahab Parekh,regular,card,True,45222.85,4,0,4
UNSEEN_CUST_00236,Warinder Varghese,regular,netbanking,True,47912.71,2,2,4
UNSEEN_CUST_00237,Siya Chhabra,regular,upi,True,21305.39,2,0,2
UNSEEN_CUST_00238,Vaishnavi Hayer,high_value,upi,True,216165.66,3,0,3
UNSEEN_CUST_00239,Mitali Majumdar,regular,upi,True,87104.97,3,1,4
UNSEEN_CUST_00240,Pooja Chadha,regular,card,True,33537.88,6,0,6
UNSEEN_CUST_00241,Gunbir Shroff,high_value,netbanking,True,218111.15,3,0,3
UNSEEN_CUST_00242,Chavvi Chaudhry,regular,upi,True,81828.42,3,1,4
UNSEEN_CUST_00243,Wriddhish Dewan,regular,upi,True,81020.0,2,0,2
UNSEEN_CUST_00244,Saumya Deol,regular,upi,True,23670.5,2,1,3
UNSEEN_CUST_00245,Tanvi Narang,regular,netbanking,True,65535.32,3,0,3
UNSEEN_CUST_00246,Balendra Sankaran,regular,upi,True,35151.26,4,1,5
UNSEEN_CUST_00247,Harrison Mital,high_value,upi,True,380369.99,4,1,5
UNSEEN_CUST_00248,Chandani Agate,regular,netbanking,True,33755.8,6,0,6
UNSEEN_CUST_00249,Rehaan Naidu,regular,upi,True,48088.76,8,0,8
UNSEEN_CUST_00250,Wridesh Borde,regular,upi,True,75472.69,2,0,2
UNSEEN_CUST_00251,Advay Wali,regular,netbanking,True,43954.28,3,1,4
UNSEEN_CUST_00252,Vaishnavi Nair,regular,upi,True,43064.31,5,1,6
UNSEEN_CUST_00253,Ishaan Dara,high_value,upi,True,117859.35,3,1,4
UNSEEN_CUST_00254,Mugdha Shroff,regular,card,True,66038.75,3,1,4
UNSEEN_CUST_00255,Megha Pathak,regular,card,True,60609.06,3,1,4
UNSEEN_CUST_00256,Henry Karan,high_value,card,True,480595.03,4,1,5
UNSEEN_CUST_00257,Udyati Deo,new,card,True,7136.99,1,0,1
UNSEEN_CUST_00258,Wishi Manda,regular,netbanking,False,51078.68,3,0,3
UNSEEN_CUST_00259,Aarna Yogi,regular,upi,True,32145.0,4,0,4
UNSEEN_CUST_00260,Finn Sekhon,regular,card,True,72272.33,2,1,3
UNSEEN_CUST_00261,Tanveer Agate,regular,card,True,79788.11,4,0,4
UNSEEN_CUST_00262,Champak Mann,regular,upi,True,68480.4,3,0,3
UNSEEN_CUST_00263,Yahvi Palan,regular,upi,True,87309.34,1,3,4
UNSEEN_CUST_00264,Chaaya Chahal,regular,card,True,78531.59,5,1,6
UNSEEN_CUST_00265,Chameli Sandal,regular,upi,True,99047.28,1,1,2
UNSEEN_CUST_00266,Balveer Sachar,regular,card,True,69021.47,3,0,3
UNSEEN_CUST_00267,Chakrika Behl,regular,netbanking,True,73120.75,4,1,5
UNSEEN_CUST_00268,Manan Chand,high_value,card,True,371533.09,6,0,6
UNSEEN_CUST_00269,Turvi Taneja,regular,upi,True,97588.09,1,0,1
UNSEEN_CUST_00270,Mekhala Kumar,high_value,card,False,235117.3,2,0,2
UNSEEN_CUST_00271,Zayyan Divan,regular,upi,True,54171.59,3,1,4
UNSEEN_CUST_00272,Oliver Rastogi,regular,upi,True,62822.43,1,0,1
UNSEEN_CUST_00273,Frederick Pant,regular,upi,True,33704.31,3,1,4
UNSEEN_CUST_00274,Benjamin Naidu,new,upi,True,14975.32,3,2,5
UNSEEN_CUST_00275,Ira Ghose,regular,upi,True,42074.35,2,0,2
UNSEEN_CUST_00276,Vincent Bansal,new,upi,True,19837.46,6,0,6
UNSEEN_CUST_00277,Qushi Saini,regular,card,True,87215.73,1,0,1
UNSEEN_CUST_00278,Meera Tara,regular,card,True,35209.3,3,2,5
UNSEEN_CUST_00279,Mohini Badal,regular,upi,True,65221.21,2,0,2
UNSEEN_CUST_00280,Damini Chhabra,new,card,True,1313.5,2,0,2
UNSEEN_CUST_00281,Diya Narayan,regular,netbanking,False,52023.27,4,0,4
UNSEEN_CUST_00282,Amaira Muni,new,card,True,5863.63,3,1,4
UNSEEN_CUST_00283,Udant Varghese,regular,card,True,49608.56,3,0,3
UNSEEN_CUST_00284,Agastya Ghosh,regular,upi,True,28384.77,6,0,6
UNSEEN_CUST_00285,Thomas Tailor,regular,netbanking,True,60597.79,4,1,5
UNSEEN_CUST_00286,Wishi Parmer,regular,upi,True,47779.17,5,0,5
UNSEEN_CUST_00287,Imaran Khatri,regular,card,True,71032.74,5,0,5
UNSEEN_CUST_00288,Nirja Purohit,high_value,upi,False,407601.99,2,0,2
UNSEEN_CUST_00289,Krishna Sachdev,new,upi,True,5142.48,2,2,4
UNSEEN_CUST_00290,Panini Sarma,regular,upi,False,25427.2,5,1,6
UNSEEN_CUST_00291,Banjeet Chada,regular,upi,False,32973.44,5,2,7
UNSEEN_CUST_00292,Ekantika Grewal,regular,card,True,47291.45,1,0,1
UNSEEN_CUST_00293,Faqid Goswami,new,upi,True,19226.7,2,0,2
UNSEEN_CUST_00294,Ria Krish,regular,upi,True,50029.15,2,1,3
UNSEEN_CUST_00295,Wakeeta Natt,new,upi,True,15560.68,1,0,1
UNSEEN_CUST_00296,Ikbal Naidu,regular,upi,True,59961.95,4,1,5
UNSEEN_CUST_00297,Maanav Bail,new,upi,True,14011.73,1,0,1
UNSEEN_CUST_00298,Bhanumati Hayre,regular,netbanking,True,59207.89,2,1,3
UNSEEN_CUST_00299,Vaishnavi Manne,regular,upi,True,47670.87,3,0,3
UNSEEN_CUST_00300,Charvi Menon,regular,upi,True,44463.38,1,3,4
UNSEEN_CUST_00301,Abhiram Salvi,regular,upi,True,61679.29,0,0,0
UNSEEN_CUST_00302,Mohini Parmer,new,card,True,16505.45,2,0,2
UNSEEN_CUST_00303,Orinder Kumar,regular,upi,True,33050.95,3,0,3
UNSEEN_CUST_00304,Barkha Anne,regular,upi,True,21766.16,5,1,6
UNSEEN_CUST_00305,Zayyan Kurian,new,card,True,18857.75,2,0,2
UNSEEN_CUST_00306,Waida Dar,new,upi,True,15585.85,2,2,4
UNSEEN_CUST_00307,Unnati Barad,regular,upi,True,42387.89,1,0,1
UNSEEN_CUST_00308,Max Ramakrishnan,regular,upi,True,71353.67,2,0,2
UNSEEN_CUST_00309,Vedant Sarna,regular,upi,True,43108.49,4,0,4
UNSEEN_CUST_00310,Vansha Maharaj,regular,upi,True,23670.37,0,2,2
UNSEEN_CUST_00311,Chakradev Contractor,regular,upi,True,67093.33,2,1,3
UNSEEN_CUST_00312,Nitesh Sheth,regular,card,True,52737.34,0,0,0
UNSEEN_CUST_00313,Warjas Dayal,regular,card,False,66234.44,4,1,5
UNSEEN_CUST_00314,Eesha Contractor,high_value,upi,True,284057.89,4,0,4
UNSEEN_CUST_00315,Vasatika Jani,regular,card,True,74336.98,1,0,1
UNSEEN_CUST_00316,Sathvik Chopra,regular,card,True,93284.24,2,0,2
UNSEEN_CUST_00317,Qushi Ravel,regular,upi,True,20232.19,1,1,2
UNSEEN_CUST_00318,Yahvi Kaul,high_value,card,True,275111.37,1,1,2
UNSEEN_CUST_00319,Chandran Narula,regular,upi,True,68815.6,4,0,4
UNSEEN_CUST_00320,Abha Dani,high_value,upi,True,392371.06,5,0,5
UNSEEN_CUST_00321,Neel Sarma,regular,card,True,65098.98,2,0,2
UNSEEN_CUST_00322,Bhanumati Rai,regular,upi,True,65790.1,3,0,3
UNSEEN_CUST_00323,Reyansh Srinivasan,regular,netbanking,True,44321.56,4,0,4
UNSEEN_CUST_00324,Priya Dhillon,regular,netbanking,False,47847.73,3,1,4
UNSEEN_CUST_00325,Maya Menon,high_value,netbanking,False,498221.76,3,0,3
UNSEEN_CUST_00326,Lakshmi Garg,regular,netbanking,True,64417.37,3,1,4
UNSEEN_CUST_00327,Jacob Nayar,regular,card,True,45137.86,1,0,1
UNSEEN_CUST_00328,Quincy Zacharia,regular,upi,True,81493.43,2,1,3
UNSEEN_CUST_00329,Simon Gill,regular,upi,True,61697.64,3,0,3
UNSEEN_CUST_00330,Gautami Rajagopalan,regular,upi,True,62095.84,5,2,7
